entity_name,unit,count,pct_within_entity,is_allowed,canonicalises_to
depth,centimetre,21545,47.7430363197199,True,centimetre
depth,inch,14736,32.65450838743989,True,inch
depth,millimetre,7223,16.005938794956457,True,millimetre
depth,metre,861,1.9079486781749286,True,metre
depth,foot,762,1.6885678197088219,True,foot
height,centimetre,22389,51.35445099433448,True,centimetre
height,inch,15467,35.47721173475239,True,inch
height,millimetre,5193,11.911370048397824,True,millimetre
height,metre,330,0.7569328164781981,True,metre
height,foot,218,0.5000344060371127,True,foot
item_volume,millilitre,3506,45.63915646966936,True,millilitre
item_volume,fluid ounce,2022,26.321270502473315,True,fluid ounce
item_volume,litre,894,11.637594376464461,True,litre
item_volume,ounce,300,3.9052330122363967,False,ounce
item_volume,gallon,175,2.2780525904712317,True,gallon
item_volume,cubic inch,161,2.095808383233533,True,cubic inch
item_volume,pint,107,1.3928664410309817,True,pint
item_volume,quart,102,1.327779224160375,True,quart
item_volume,decilitre,97,1.2626920072897683,True,decilitre
item_volume,cup,82,1.0674303566779484,True,cup
item_volume,cubic foot,51,0.6638896120801875,True,cubic foot
item_volume,centilitre,32,0.4165581879718824,True,centilitre
item_volume,12.0] fluid ounce,27,0.3514709711012757,False,
item_volume,10.0] fluid ounce,10,0.1301744337412132,False,
item_volume,2.0] millilitre,9,0.1171569903670919,False,
item_volume,200.0] millilitre,7,0.09112210361884926,False,
item_volume,250.0] millilitre,6,0.07810466024472794,False,
item_volume,3.0] millilitre,6,0.07810466024472794,False,
item_volume,300.0] millilitre,6,0.07810466024472794,False,
item_volume,150.0] millilitre,5,0.0650872168706066,False,
item_volume,30.0] millilitre,5,0.0650872168706066,False,
item_volume,5.0] litre,5,0.0650872168706066,False,
item_volume,4.0] millilitre,4,0.0520697734964853,False,
item_volume,500.0] millilitre,4,0.0520697734964853,False,
item_volume,8.0] fluid ounce,4,0.0520697734964853,False,
item_volume,120.0] millilitre,3,0.03905233012236397,False,
item_volume,6.0] litre,3,0.03905233012236397,False,
item_volume,0.2] millilitre,2,0.02603488674824265,False,
item_volume,15.0] millilitre,2,0.02603488674824265,False,
item_volume,16.0] fluid ounce,2,0.02603488674824265,False,
item_volume,2.0] litre,2,0.02603488674824265,False,
item_volume,2.0] quart,2,0.02603488674824265,False,
item_volume,20.0] fluid ounce,2,0.02603488674824265,False,
item_volume,20.0] millilitre,2,0.02603488674824265,False,
item_volume,220.0] millilitre,2,0.02603488674824265,False,
item_volume,3.0] litre,2,0.02603488674824265,False,
item_volume,5.0] gallon,2,0.02603488674824265,False,
item_volume,50.0] millilitre,2,0.02603488674824265,False,
item_volume,6.0] fluid ounce,2,0.02603488674824265,False,
item_volume,1.0] millilitre,1,0.013017443374121324,False,
item_volume,1.5] litre,1,0.013017443374121324,False,
item_volume,1.6] millilitre,1,0.013017443374121324,False,
item_volume,10.0] millilitre,1,0.013017443374121324,False,
item_volume,100.0] millilitre,1,0.013017443374121324,False,
item_volume,11.0] ounce,1,0.013017443374121324,False,
item_volume,15.0] gallon,1,0.013017443374121324,False,
item_volume,16.0] ounce,1,0.013017443374121324,False,
item_volume,167.0] decilitre,1,0.013017443374121324,False,
item_volume,19.0] litre,1,0.013017443374121324,False,
item_volume,2.0] gallon,1,0.013017443374121324,False,
item_volume,2.0] ounce,1,0.013017443374121324,False,
item_volume,22.0] litre,1,0.013017443374121324,False,
item_volume,25.0] millilitre,1,0.013017443374121324,False,
item_volume,350.0] millilitre,1,0.013017443374121324,False,
item_volume,400.0] millilitre,1,0.013017443374121324,False,
item_volume,5.0] millilitre,1,0.013017443374121324,False,
item_volume,6.0] millilitre,1,0.013017443374121324,False,
item_volume,60.0] millilitre,1,0.013017443374121324,False,
item_volume,600.0] millilitre,1,0.013017443374121324,False,
item_volume,7.0] fluid ounce,1,0.013017443374121324,False,
item_volume,7.0] millilitre,1,0.013017443374121324,False,
item_volume,8.0] ounce,1,0.013017443374121324,False,
item_volume,8.0] pint,1,0.013017443374121324,False,
item_volume,8.5] litre,1,0.013017443374121324,False,
item_weight,gram,63137,61.42568054015138,True,gram
item_weight,kilogram,11716,11.398439476193257,True,kilogram
item_weight,ounce,8290,8.065300721888196,True,ounce
item_weight,pound,8110,7.890179596443095,True,pound
item_weight,milligram,7967,7.751055591228377,True,milligram
item_weight,ton,1115,1.0847780826182554,True,ton
item_weight,microgram,725,0.7053489774872065,True,microgram
item_weight,fluid ounce,105,0.10215398984297472,False,fluid ounce
item_weight,55.0] pound,71,0.06907555503667814,False,
item_weight,millilitre,47,0.04572607164399821,False,millilitre
item_weight,50.0] pound,43,0.041834491078551556,False,
item_weight,30.0] kilogram,42,0.04086159593718989,False,
item_weight,10.0] kilogram,39,0.037942910513104895,False,
item_weight,15.0] kilogram,38,0.036970015371743235,False,
item_weight,kilogram to 25 kilogram,35,0.03405132994765824,False,
item_weight,25.0] kilogram,33,0.032105539664934915,False,
item_weight,candela,28,0.027241063958126595,False,
item_weight,kilogram to 10 kilogram,27,0.026268168816764928,False,
item_weight,20.0] kilogram,26,0.025295273675403265,False,
item_weight,70.0] pound,23,0.022376588251318275,False,
item_weight,40.0] kilogram,22,0.02140369310995661,False,
item_weight,16.0] kilogram,20,0.01945790282723328,False,
item_weight,18.0] kilogram,19,0.018485007685871618,False,
item_weight,2006.0] gram,19,0.018485007685871618,False,
item_weight,35.0] kilogram,19,0.018485007685871618,False,
item_weight,5.0] kilogram,18,0.01751211254450995,False,
item_weight,3.0] kilogram,17,0.016539217403148287,False,
item_weight,4.0] kilogram,15,0.01459342712042496,False,
item_weight,2.0] gram,14,0.013620531979063297,False,
item_weight,2013.0] gram,13,0.012647636837701632,False,
item_weight,300.0] gram,13,0.012647636837701632,False,
item_weight,18.0] pound,12,0.011674741696339967,False,
item_weight,26.0] kilogram,12,0.011674741696339967,False,
item_weight,66.0] pound,12,0.011674741696339967,False,
item_weight,gram to 1200 gram,12,0.011674741696339967,False,
item_weight,kilogram to 20 kilogram,12,0.011674741696339967,False,
item_weight,11.0] kilogram,11,0.010701846554978306,False,
item_weight,12.0] ounce,10,0.00972895141361664,False,
item_weight,2014.0] gram,10,0.00972895141361664,False,
item_weight,7.0] kilogram,10,0.00972895141361664,False,
item_weight,200.0] gram,9,0.008756056272254975,False,
item_weight,2007.0] gram,9,0.008756056272254975,False,
item_weight,50.0] kilogram,9,0.008756056272254975,False,
item_weight,6.0] pound,9,0.008756056272254975,False,
item_weight,60.0] kilogram,9,0.008756056272254975,False,
item_weight,8.0] ounce,9,0.008756056272254975,False,
item_weight,90.0] kilogram,9,0.008756056272254975,False,
item_weight,20.0] gram,8,0.007783161130893313,False,
item_weight,3.5] kilogram,8,0.007783161130893313,False,
item_weight,36.0] kilogram,8,0.007783161130893313,False,
item_weight,8.0] kilogram,8,0.007783161130893313,False,
item_weight,kilogram to 30 kilogram,8,0.007783161130893313,False,
item_weight,10.0] gram,7,0.006810265989531649,False,
item_weight,2.0] kilogram,7,0.006810265989531649,False,
item_weight,20.0] pound,7,0.006810265989531649,False,
item_weight,30.0] pound,7,0.006810265989531649,False,
item_weight,70.0] kilogram,7,0.006810265989531649,False,
item_weight,8.1] ounce,7,0.006810265989531649,False,
item_weight,80.0] kilogram,7,0.006810265989531649,False,
item_weight,gram to 110 gram,7,0.006810265989531649,False,
item_weight,pound to 32 pound,7,0.006810265989531649,False,
item_weight,13.0] kilogram,6,0.005837370848169984,False,
item_weight,150.0] kilogram,6,0.005837370848169984,False,
item_weight,16.0] ounce,6,0.005837370848169984,False,
item_weight,19.0] kilogram,6,0.005837370848169984,False,
item_weight,20.0] ounce,6,0.005837370848169984,False,
item_weight,2019.0] gram,6,0.005837370848169984,False,
item_weight,40.0] pound,6,0.005837370848169984,False,
item_weight,500.0] gram,6,0.005837370848169984,False,
item_weight,75.0] kilogram,6,0.005837370848169984,False,
item_weight,kilogram to 11 kilogram,6,0.005837370848169984,False,
item_weight,kilogram to 1kilogram,6,0.005837370848169984,False,
item_weight,kilogram to 44 kilogram,6,0.005837370848169984,False,
item_weight,kilogram to 9 kilogram,6,0.005837370848169984,False,
item_weight,0.6] kilogram,5,0.00486447570680832,False,
item_weight,12.0] gram,5,0.00486447570680832,False,
item_weight,12.0] kilogram,5,0.00486447570680832,False,
item_weight,14.0] kilogram,5,0.00486447570680832,False,
item_weight,1999.0] gram,5,0.00486447570680832,False,
